datetime,open,high,low,close,volume,ema_10,ema_20,rsi_14,bb_middle,bb_upper,bb_lower,gap_alcista,cierre_alcista,etiqueta
1999-06-21,0.035156,0.036198001,0.034212001,0.035677001,676176000,0.040383266832791385,0.07525277372005398,31.975887111199953,0.0397656999,0.0475860212008543,0.0319453785991457,True,True,gap_alcista + cierre_alcista
1999-06-28,0.036849,0.040495001,0.035417002,0.040495001,784944000,0.04040358213592023,0.07194250965147742,44.23069573873232,0.03961594994999999,0.04724843920166798,0.03198346069833201,True,True,gap_alcista + cierre_alcista
1999-07-05,0.040885001,0.044530999,0.038802002,0.044206001,658992000,0.04109493102029837,0.06930093739895575,52.506531274537146,0.03965175,0.047367017295161976,0.03193648270483802,True,True,gap_alcista + cierre_alcista
1999-07-12,0.046875,0.048177,0.044271,0.045703001,918768000,0.04193276192569866,0.06705351488476949,53.21884582360703,0.03965175,0.047367017295161976,0.03193648270483802,True,False,gap_alcista + cierre_bajista
1999-07-19,0.045832999,0.045963999,0.040104002,0.040495001,627984000,0.041671350848298906,0.06452413261002954,48.62805751792168,0.039482500000000004,0.046951812154620694,0.032013187845379314,True,False,gap_alcista + cierre_bajista
1999-07-26,0.041536,0.042969,0.040104002,0.041926999,1244448000,0.04171783233042638,0.06237202464716958,60.267449440834696,0.03945645,0.0468857417179164,0.03202715828208359,True,True,gap_alcista + cierre_alcista
1999-08-02,0.041926999,0.042447999,0.040624999,0.041926999,1083072000,0.041755862633985216,0.06042487934743914,57.21143672276066,0.0393653,0.04661536230373274,0.03211523769626726,False,False,sin_gap_alcista
1999-08-09,0.042057,0.048958,0.041666999,0.047265999,765120000,0.04275770560962427,0.05917165264768303,67.51247780477746,0.039547599850000004,0.04740595185430094,0.03168924784569907,True,True,gap_alcista + cierre_alcista
1999-08-16,0.047656,0.059115,0.043880001,0.055989999,3016944000,0.045163577135147126,0.05886863801457036,73.98806673338179,0.0402116999,0.05092198863633912,0.02950141116366088,True,True,gap_alcista + cierre_alcista
1999-08-23,0.055208001,0.056249999,0.049219001,0.054166999,2084160000,0.046800562928756735,0.05842086287032556,74.49059617121665,0.040732549900000005,0.053058636664293425,0.028406463135706585,False,False,sin_gap_alcista
1999-08-30,0.055078,0.058853999,0.051693,0.055599,2110800000,0.04840027875989187,0.05815211402553265,75.32969849904238,0.0414422,0.05545095449452964,0.027433445505470354,True,True,gap_alcista + cierre_alcista
1999-09-06,0.056510001,0.056510001,0.053385001,0.055208001,671376000,0.04963804643991153,0.05787172230881526,74.59285513650265,0.04240570015,0.057434088014318076,0.02737731228568193,True,False,gap_alcista + cierre_bajista
1999-09-13,0.055468999,0.055468999,0.048958,0.050781,967296000,0.04984585617810943,0.05719641542226143,66.1631645239375,0.04304370025,0.05836879663079429,0.027718603869205702,True,False,gap_alcista + cierre_bajista
1999-09-20,0.049869999,0.050521001,0.034896001,0.037760001,2406912000,0.04764842796390771,0.055345328334427006,53.41387955870823,0.043108800249999996,0.058326791912129215,0.027890808587870776,False,False,sin_gap_alcista
1999-09-27,0.040233999,0.046354,0.037760001,0.039843999,2129520000,0.04622944087956085,0.05386901125495777,53.86498813623375,0.04322600015,0.05829751469289996,0.028154485607100037,True,False,gap_alcista + cierre_bajista
1999-10-04,0.041145999,0.052083001,0.040104002,0.048958,3050640000,0.04672554253782251,0.05340129589734275,57.270243317539126,0.04390305005,0.058711813844043406,0.0290942862559566,True,True,gap_alcista + cierre_alcista
1999-10-11,0.049348999,0.049479,0.042447999,0.044530999,1550880000,0.04632653462185478,0.052556505716643435,50.275800684865686,0.04435225005,0.058629266340052465,0.030075233759947535,True,False,gap_alcista + cierre_bajista
1999-10-18,0.044661,0.046224002,0.039714001,0.044922002,1541712000,0.046071165054244814,0.051829410124582156,49.32454725884235,0.0448210002,0.05848312848734208,0.03115887191265793,True,True,gap_alcista + cierre_alcista
1999-10-25,0.044661,0.048438001,0.042447999,0.046094,1462512000,0.04607531686256394,0.05128318058890766,55.20575627509449,0.0452832502,0.05842538452490696,0.03214111587509304,False,True,sin_gap_alcista
1999-11-01,0.045313001,0.063020997,0.045313001,0.058853999,5508432000,0.04839871361482504,0.0520042109137736,62.99976960294909,0.04652020005,0.059891293033105975,0.03314910706689403,False,True,sin_gap_alcista
1999-11-08,0.057030998,0.066666998,0.055208001,0.066666998,1950624000,0.051720219866675035,0.053400666826747545,66.96426077188431,0.0480696999,0.06321484754898796,0.03292455225101205,False,True,sin_gap_alcista
1999-11-15,0.067121997,0.092448004,0.064323001,0.089322999,4273536000,0.058557088800006846,0.05682184131943825,73.30415027428381,0.0505110998,0.07397342600043781,0.027048773599562193,True,True,gap_alcista + cierre_alcista
1999-11-22,0.091601998,0.091666996,0.074088998,0.079687998,1572048000,0.06239907229091469,0.058999570527110794,63.000021251618044,0.05228519965,0.07889494095349464,0.025675458346505364,True,False,gap_alcista + cierre_bajista
1999-11-29,0.079426996,0.083594002,0.072135001,0.079426996,1489488000,0.06549505841983928,0.06094503961976691,64.09849758555666,0.05397139940000001,0.08298993596665404,0.024952862833345982,False,False,sin_gap_alcista
1999-12-06,0.079687998,0.084375001,0.075781003,0.079035997,879936000,0.06795704725259577,0.06266798794169387,63.23481062043515,0.0558984492,0.08623761539821707,0.025559283001782927,True,False,gap_alcista + cierre_bajista
1999-12-13,0.078125,0.080858998,0.073177002,0.078385003,1058352000,0.06985303920666927,0.0641648465186754,63.04967345921527,0.0577213494,0.08889553965222946,0.026547159147770536,False,True,sin_gap_alcista
1999-12-20,0.078515999,0.096874997,0.075781003,0.096615002,1322208000,0.07471885062363849,0.0672553375168968,72.3349534531092,0.06045574954999999,0.09518753077743838,0.025723968322561602,True,True,gap_alcista + cierre_alcista
1999-12-27,0.098697998,0.098828003,0.091926999,0.097786002,780864000,0.0789128781466133,0.07016301984862092,83.0699922357746,0.0629817497,0.10087876714297941,0.025084732257020598,True,False,gap_alcista + cierre_bajista
2000-01-03,0.098438002,0.099219002,0.082291998,0.087240003,981408000,0.08042690084722906,0.07178939919637131,73.88478195024217,0.0645442499,0.10378070934222117,0.02530779045777884,True,False,gap_alcista + cierre_bajista
2000-01-10,0.087499999,0.095182002,0.083072998,0.091536,1248288000,0.08244673705682377,0.07367002784433595,72.55190869083972,0.06641269995000001,0.10710064963602005,0.02572475026397998,True,True,gap_alcista + cierre_alcista
2000-01-17,0.092707999,0.100521,0.088541999,0.093229003,1150176000,0.08440714904649219,0.07553278738297062,76.56274255859812,0.0682942001,0.11033439660967961,0.026254003590320374,True,True,gap_alcista + cierre_alcista
2000-01-24,0.096224003,0.096224003,0.07474,0.077864997,1379184000,0.08321766685622088,0.07575490258459247,65.44603565616808,0.06942704990000001,0.11120271810215424,0.027651381697845784,True,False,gap_alcista + cierre_bajista
2000-01-31,0.078254998,0.085547,0.072916999,0.084504999,656352000,0.0834517272459989,0.07658824510034558,67.13140065177552,0.07111324984999999,0.11244002114520557,0.029786478554794417,True,True,gap_alcista + cierre_alcista
2000-02-07,0.084895998,0.107813,0.079167001,0.104167,2669232000,0.08721814047399909,0.07921479318602695,69.03763574928865,0.0744335998,0.11514348825691548,0.033723711343084516,True,True,gap_alcista + cierre_alcista
2000-02-14,0.104427,0.142188,0.103385,0.140365,3616800000,0.09688120584236289,0.08503862240640533,75.00033922682499,0.07945964985,0.12651490696008277,0.03240439273991723,True,True,gap_alcista + cierre_alcista
2000-02-21,0.135938,0.138932,0.121875,0.127474,1576944000,0.10244353205284236,0.08908008693912864,63.86008768805802,0.08338544985,0.13276949983635591,0.03400139986364409,False,False,sin_gap_alcista
2000-02-28,0.12682299,0.134896,0.119792,0.122656,1672224000,0.10611852622505283,0.09227779294492591,66.1762496434622,0.0872916999,0.13609109125983018,0.038492308540169835,False,False,sin_gap_alcista
2000-03-06,0.123438,0.30208299,0.120833,0.24583299,6167184000,0.13152115600231595,0.10690209742636154,82.53574119907641,0.09733724930000001,0.1802239137694716,0.014450584830528398,True,True,gap_alcista + cierre_alcista
2000-03-13,0.22291701,0.3125,0.191634,0.20807301,6286560000,0.14543967491098578,0.11653742243337473,72.01268279227628,0.1054361998,0.19829503330844908,0.012577366291550929,False,False,sin_gap_alcista
2000-03-20,0.216276,0.223177,0.18125001,0.194141,1673520000,0.15429446129080654,0.1239282393444819,68.89104340254053,0.11220054984999998,0.2103321860147735,0.014068913685226475,True,False,gap_alcista + cierre_bajista
2000-03-27,0.19374999,0.2,0.14687499,0.176009,2576592000,0.15824255923793262,0.12888831178786458,62.961016245044384,0.11766764995000001,0.21729016471045232,0.018045135189547715,False,False,sin_gap_alcista
2000-04-03,0.17441399,0.21875,0.11875,0.213672,2206512000,0.16832063937649033,0.1369629487604489,66.90423985287853,0.1238851,0.23127749232365943,0.016492707676340562,False,True,sin_gap_alcista
2000-04-10,0.217318,0.229948,0.13645799,0.143327,1901520000,0.16377634130803753,0.13756904887850138,56.96610020748416,0.12706705010000002,0.23270242663484525,0.021431673565154796,True,False,gap_alcista + cierre_bajista
2000-04-17,0.13124999,0.186979,0.13124999,0.167969,1203888000,0.16453864288839434,0.1404642823186441,59.036406841747336,0.1314941503,0.2361397840125518,0.02684851658744819,False,True,sin_gap_alcista
2000-04-24,0.158333,0.2,0.15130199,0.18567701,1169808000,0.16838198236323174,0.14477025638353516,60.531017015234745,0.13682620095,0.2410841556046603,0.032568246295339734,False,True,sin_gap_alcista
2000-05-01,0.192708,0.202865,0.166667,0.191927,1094400000,0.17266289466082596,0.14926137482319848,63.26864015831558,0.1425033008,0.2457223427505531,0.03928425884944693,True,False,gap_alcista + cierre_bajista
2000-05-08,0.186979,0.19374999,0.16276,0.166146,1069776000,0.17147800472249397,0.15086943436384626,59.09225613642419,0.1459798507,0.24735858170431238,0.04460111969568761,False,False,sin_gap_alcista
2000-05-15,0.165365,0.238802,0.15729199,0.21276,2970240000,0.17898382204567687,0.15676377394824184,61.40896139862124,0.15172855059999998,0.25462841403647946,0.048828687163520526,False,True,sin_gap_alcista
2000-05-22,0.210417,0.245703,0.191797,0.21985701,2787984000,0.18641531076464468,0.16277265357221882,58.8955049997875,0.15835940095,0.2608527020751772,0.05586609982482284,False,True,sin_gap_alcista
2000-05-29,0.22578099,0.27708301,0.22474,0.27408901,1784352000,0.20235598335289112,0.1733742113272456,65.01738324857233,0.16748705145,0.2771850676553852,0.0577890352446148,True,True,gap_alcista + cierre_alcista
2000-06-05,0.273698,0.29374999,0.24583299,0.26341099,2128128000,0.21345689365236545,0.1819491426294127,64.24613896763151,0.1759961508,0.28782205769339037,0.06417024390660962,False,False,sin_gap_alcista
2000-06-12,0.26458299,0.3125,0.247917,0.311979,2429376000,0.2313700038973899,0.19433293856946865,57.885752245882074,0.18770185095,0.3051484143958679,0.07025528750413214,True,True,gap_alcista + cierre_alcista
2000-06-19,0.311198,0.366667,0.30338499,0.30846399,3499056000,0.24538709227968264,0.20520256251523353,63.03247303840153,0.1988998005,0.31761757729412604,0.08018202370587396,False,False,sin_gap_alcista
2000-06-26,0.314583,0.34843799,0.239583,0.264844,4203576000,0.24892471186519488,0.21088269941854462,58.52161568570279,0.20693365050000004,0.3202841121976994,0.09358318880230064,True,False,gap_alcista + cierre_bajista
2000-07-03,0.26666701,0.27500001,0.21979199,0.242448,1961112000,0.24774712788970488,0.21388891852154035,57.92621891429496,0.2120378005,0.3219069963076126,0.10216860469238744,True,False,gap_alcista + cierre_bajista
2000-07-10,0.238281,0.322135,0.235938,0.30755201,2233656000,0.2586207428188494,0.2228092129480603,60.511700760082775,0.221041701,0.3312462135328195,0.1108371884671805,False,True,sin_gap_alcista
2000-07-17,0.31224,0.3125,0.273177,0.29036501,873648000,0.2643924277608768,0.22924309838157836,68.68848264727261,0.22942715149999998,0.333460115582516,0.12539418741748398,True,False,gap_alcista + cierre_bajista
2000-07-24,0.29062501,0.29270801,0.208333,0.22499999,1840704000,0.2572301663498083,0.22883899282142806,56.56864895291472,0.22838550150000003,0.3321436425402712,0.12462736045972887,True,False,gap_alcista + cierre_bajista
2000-07-31,0.2375,0.27083299,0.22499999,0.265625,1630728000,0.2587564997407522,0.23234242207653014,58.74643107648879,0.231263101,0.33583832455508067,0.12668787744491933,True,True,gap_alcista + cierre_alcista
2000-08-07,0.26744801,0.29583299,0.25572899,0.26848999,799656000,0.26052622524243363,0.23578504759305108,58.43860735174593,0.2349805505,0.33928505898492634,0.13067604201507366,True,True,gap_alcista + cierre_alcista
2000-08-14,0.27187499,0.32447901,0.26249999,0.320833,1152672000,0.27149109338017297,0.24388485258418907,66.10621356847312,0.2422217505,0.34935825427642025,0.13508524672357974,True,True,gap_alcista + cierre_alcista
2000-08-21,0.33255199,0.33828101,0.28437501,0.3125,1961808000,0.2789472582201415,0.250419628528552,61.28464160955783,0.24716315049999998,0.35781403820951047,0.1365122627904895,True,False,gap_alcista + cierre_bajista
2000-08-28,0.31406301,0.34375,0.310417,0.33125001,1109760000,0.28845684945284306,0.2581177600972613,62.27928201943521,0.256559301,0.3618709596961406,0.15124764230385945,True,True,gap_alcista + cierre_alcista
2000-09-04,0.33906299,0.33932301,0.30052099,0.30625001,938688000,0.2916919695523261,0.26270178389752213,53.78945089264717,0.26347335149999995,0.3622500099036936,0.1646966930963063,True,False,gap_alcista + cierre_bajista
2000-09-11,0.30234399,0.30937499,0.28229201,0.295378,1110768000,0.2923621569064486,0.2658138044787105,53.76487243096442,0.268958401,0.3615342358034903,0.17638256619650974,False,False,sin_gap_alcista
2000-09-18,0.296094,0.29791701,0.26041701,0.29427099,1426248000,0.2927092174689125,0.2685240126235952,47.65196870803218,0.2740756005,0.35978260501363835,0.18836859598636166,True,False,gap_alcista + cierre_bajista
2000-09-25,0.30338499,0.35572901,0.30104199,0.34114599,2188728000,0.30151590338365564,0.275440391421348,53.88662352191881,0.28282559999999995,0.3571087271008302,0.20854247289916972,True,True,gap_alcista + cierre_alcista
2000-10-02,0.345833,0.359375,0.28099,0.28515601,2612640000,0.29854137731390007,0.2763656884288387,52.3465162303129,0.2864454005,0.3530069707475346,0.21988383025246538,True,False,gap_alcista + cierre_bajista
2000-10-09,0.27786499,0.29583299,0.242708,0.27135399,2597568000,0.2935982159841001,0.27588838381656833,53.406972975007875,0.2890202495,0.34832453617327963,0.22971596282672033,False,False,sin_gap_alcista
2000-10-16,0.27135399,0.296875,0.21901,0.290104,1901664000,0.29296290398699093,0.2772422520245142,47.69123192898441,0.289820999,0.3487074215108157,0.23093457648918433,False,True,sin_gap_alcista
2000-10-23,0.29244801,0.29427099,0.234375,0.25520799,1238328000,0.2860983741711744,0.2751437508793224,45.556191538615316,0.289410849,0.34917945270635536,0.2296422452936447,True,False,gap_alcista + cierre_bajista
2000-10-30,0.25104201,0.30208299,0.23697899,0.296875,1257432000,0.2880577606855063,0.2772133936527203,59.66386507167582,0.288655649,0.34759959028514587,0.22971170771485416,False,True,sin_gap_alcista
2000-11-06,0.30390599,0.33333299,0.23854201,0.24505199,2450136000,0.28023852965177787,0.27415040282865166,47.31474076212144,0.285485049,0.34672005556082086,0.2242500424391791,True,False,gap_alcista + cierre_bajista
2000-11-13,0.232813,0.29505199,0.22499999,0.264063,1838952000,0.2772975242605455,0.27318969779735147,49.44554379902023,0.28544599899999995,0.3467373986145607,0.2241545993854392,False,True,sin_gap_alcista
2000-11-20,0.25429699,0.25624999,0.216667,0.239583,1256088000,0.27044033803135537,0.26998905991188943,39.06036491983651,0.285302749,0.3470291329603557,0.22357636503964434,False,False,sin_gap_alcista
2000-11-27,0.256771,0.258333,0.151563,0.185417,3148320000,0.2549815492983816,0.261934578015519,34.76913633501624,0.2791959985,0.3543582524223412,0.20403374457765877,True,False,gap_alcista + cierre_bajista
2000-12-04,0.186589,0.208854,0.154688,0.20729201,4060992000,0.24631072397140313,0.2567305239188029,35.25412234584195,0.27504234850000003,0.3565219055714157,0.19356279142858435,True,True,gap_alcista + cierre_alcista
2000-12-11,0.20052101,0.211458,0.15520801,0.15599,3505656000,0.22988877415842074,0.24713618830748835,33.177944842963456,0.271591849,0.3666995072790204,0.1764841907209796,False,False,sin_gap_alcista
2000-12-18,0.16249999,0.17812499,0.114583,0.14609399,4504800000,0.2146533588568897,0.23751312180201326,33.2506081308798,0.2656152985,0.37608386307813446,0.1551467339218655,True,False,gap_alcista + cierre_bajista
2000-12-25,0.147917,0.15520801,0.130729,0.13652299,1597680000,0.20044783724654608,0.22789501401134532,32.630854142512874,0.25901694849999995,0.3836228439995967,0.1344110530004032,True,False,gap_alcista + cierre_bajista
2001-01-01,0.1375,0.185938,0.117708,0.154557,2449392000,0.19210404865626496,0.22091044124836004,28.061934554442516,0.25070314850000003,0.3800413505145879,0.12136494648541218,True,True,gap_alcista + cierre_alcista
2001-01-08,0.15026,0.215625,0.15026,0.195833,2386248000,0.19278203980967132,0.218522113510421,39.12151946937603,0.24486979850000004,0.37299069763202186,0.11674889936797822,False,True,sin_gap_alcista
2001-01-15,0.19687501,0.2375,0.17734399,0.21692701,2974440000,0.19717203438973105,0.2183701988903809,43.48711986446523,0.23915364849999995,0.3611000162172621,0.11720728078273777,True,True,gap_alcista + cierre_alcista
2001-01-22,0.210417,0.23333301,0.19231801,0.21171901,1962336000,0.1998169390461436,0.21773675232939224,40.30606400820739,0.23442709850000001,0.35269600353144204,0.11615819346855796,False,True,sin_gap_alcista
2001-01-29,0.205208,0.226042,0.19374999,0.19531301,1648608000,0.19899804285593564,0.21560115782183106,42.237743601057815,0.229423849,0.34527769106580053,0.1135700069341995,False,False,sin_gap_alcista
2001-02-05,0.195052,0.2,0.17656299,0.184635,1982304000,0.19638658051849278,0.21265199993403763,34.18353324310168,0.22394204949999996,0.33722318297856235,0.1106609160214376,False,False,sin_gap_alcista
2001-02-12,0.18255199,0.25416699,0.17083301,0.247917,3702648000,0.20575574769694863,0.2160105713688912,50.39109660292628,0.2192806,0.31913140930470457,0.1194297906952954,False,True,sin_gap_alcista
2001-02-19,0.241667,0.25,0.21250001,0.226432,3197784000,0.2095150662975034,0.21700308838137775,44.89753386724439,0.21634439949999998,0.31137627445847926,0.1213125245415207,False,False,sin_gap_alcista
2001-02-26,0.21979199,0.226042,0.166667,0.181576,4398504000,0.20443523606159367,0.21362907996410369,42.54656025946765,0.21185550000000003,0.30439545342949376,0.11931554657050629,False,False,sin_gap_alcista
2001-03-05,0.17447899,0.226823,0.173438,0.20859399,4561104000,0.2051913731413039,0.21314954758657,53.20140930029348,0.20777999949999998,0.2926736416489002,0.12288635735109975,False,True,sin_gap_alcista
2001-03-12,0.201563,0.26556,0.19218799,0.248438,6296808000,0.21305439620652136,0.21651035257832524,55.41465779514965,0.2074415,0.2915895985815906,0.1232934014184094,False,True,sin_gap_alcista
2001-03-19,0.247135,0.29218799,0.233659,0.279167,8019240000,0.22507486962351747,0.22247765233277045,67.13757228341576,0.20655609999999996,0.2870346746127321,0.12607752538726785,False,True,sin_gap_alcista
2001-03-26,0.279167,0.29869801,0.26875001,0.27050799,7734528000,0.2333354369646961,0.22705197020583992,67.36946251527755,0.20782889999999998,0.29160845397657553,0.12404934602342446,False,False,sin_gap_alcista
2001-04-02,0.26979199,0.27630201,0.22421899,0.26119801,9891672000,0.23840135933475134,0.23030397399575994,67.41859860910537,0.20768565049999999,0.2910692187379464,0.12430208226205357,False,False,sin_gap_alcista
2001-04-09,0.26625001,0.305208,0.24437501,0.29270801,5150712000,0.248275295819342,0.2362472155199733,68.60093526138236,0.210341901,0.3010654716306573,0.11961833036934272,True,True,gap_alcista + cierre_alcista
2001-04-16,0.28749999,0.37495801,0.28033301,0.362333,7584528000,0.2690130602158253,0.24825538547045203,70.82791265536497,0.219187701,0.33158850611554064,0.1067868958844594,False,True,sin_gap_alcista
2001-04-23,0.354458,0.36787501,0.304167,0.32916701,6892728000,0.27995014199476614,0.2559612544732661,63.628769701428425,0.22528145100000002,0.34773228742271184,0.1028306145772882,False,False,sin_gap_alcista
2001-04-30,0.33812499,0.389375,0.33095801,0.37424999,6912456000,0.29709556890480865,0.26722684833295507,67.99298511399155,0.23619445050000004,0.37093078884569164,0.10145811215430847,True,True,gap_alcista + cierre_alcista
2001-05-07,0.37283301,0.39700001,0.31891701,0.32558301,5834904000,0.30227510364938887,0.27278457801553074,63.46009358644881,0.24516890149999998,0.37854004199738056,0.11179776100261943,False,False,sin_gap_alcista
2001-05-14,0.32654199,0.372917,0.31479201,0.35958299,4397016000,0.3126947193495,0.281051093442623,67.24529714505877,0.2563219015,0.388741650138532,0.12390215286146797,True,True,gap_alcista + cierre_alcista
2001-05-21,0.35879201,0.41666701,0.351583,0.382083,6988104000,0.3253107703768636,0.2906731797814208,64.38154654824875,0.2676982015,0.40238110892559875,0.13301529407440127,False,True,sin_gap_alcista
2001-05-28,0.379917,0.38,0.34900001,0.37645799,6514872000,0.3346102648537975,0.2988431617069998,66.64765611758737,0.276729451,0.41528999937029343,0.13816890262970663,False,False,sin_gap_alcista
2001-06-04,0.376708,0.41499999,0.36566699,0.40312499,4161528000,0.3470674876076525,0.30877476440157126,75.61834976465123,0.28603934999999997,0.4324787661591827,0.1395999338408173,True,True,gap_alcista + cierre_alcista
2001-06-11,0.40370801,0.41350001,0.37825,0.39604199,4664064000,0.3559719425880793,0.31708592874427877,72.72273573553377,0.295255499,0.4451605266151367,0.14535047138486326,True,False,gap_alcista + cierre_bajista
2001-06-18,0.395042,0.401458,0.34562501,0.38041699,6374736000,0.36041649666297393,0.3231174583876808,66.99669719630651,0.30451069799999997,0.4512582517080326,0.15776314429196733,False,False,sin_gap_alcista
2001-06-25,0.38466701,0.39250001,0.36858299,0.38645801,3933960000,0.3651513172697059,0.32914989187456833,64.75557399660222,0.3146018485,0.4542246969328608,0.1749790000671392,True,True,gap_alcista + cierre_alcista
2001-07-02,0.371167,0.37791699,0.32958299,0.33625001,3269232000,0.3598965341297593,0.3298260936007999,58.11409613893947,0.319018499,0.4553082073927669,0.18272879060723315,False,False,sin_gap_alcista
2001-07-09,0.331875,0.34687501,0.31716701,0.33733299,4812144000,0.35579407156071213,0.3305410361150094,59.59161661118515,0.32456354849999997,0.45383593430026836,0.1952911626997316,False,True,sin_gap_alcista
2001-07-16,0.33354199,0.33750001,0.30208299,0.312042,4785072000,0.3478391494587645,0.3287792231516752,52.4745041089409,0.3310868485,0.4418157184223579,0.22035797857764203,False,False,sin_gap_alcista
2001-07-23,0.3125,0.34112501,0.28025001,0.33750001,6968016000,0.34595930592080726,0.3296097742800871,46.41656441708938,0.3375321495,0.43206143504313477,0.24300286395686518,True,True,gap_alcista + cierre_alcista
2001-07-30,0.337917,0.36891699,0.31791699,0.36329201,4893264000,0.3491107066624786,0.3328176062534121,55.03136089635453,0.34327485,0.42851286156927804,0.258036838430722,True,True,gap_alcista + cierre_alcista
2001-08-06,0.360708,0.37799999,0.34208301,0.352667,6186984000,0.3497573054511189,0.3347080247054681,46.45791431434246,0.34694985,0.4267119924214068,0.2671877075785932,False,False,sin_gap_alcista
2001-08-13,0.35870799,0.37375,0.34608299,0.349042,8347272000,0.3496272499145518,0.33607316520970926,54.51789500476094,0.35087655050000005,0.42206516072498,0.2796879402750201,True,False,gap_alcista + cierre_bajista
2001-08-20,0.34683299,0.36245799,0.33437499,0.355333,5992608000,0.3506646590209969,0.3379074351897369,49.08371434018028,0.35558330000000005,0.412903611585447,0.2982629884145531,False,True,sin_gap_alcista
2001-08-27,0.34737501,0.37479201,0.336458,0.35295799,6213384000,0.3510816282899065,0.33934082136214294,43.12405132598227,0.35859579900000005,0.40775456055074094,0.30943703744925916,False,True,sin_gap_alcista
2001-09-03,0.352,0.352,0.31479201,0.32508299,8172744000,0.34635460314628713,0.3379829326609865,39.02426612451206,0.35673329849999996,0.4080702386425901,0.3053963583574098,False,False,sin_gap_alcista
2001-09-10,0.32233301,0.327292,0.30912501,0.315667,1872360000,0.34077503893787126,0.3358576057408926,29.828683791137706,0.356058298,0.40924310955871146,0.30287348644128853,False,False,sin_gap_alcista
